Id,Speed (km/h),Position,Distance
19.0,0.0,60.0,0.0
20.0,21.176470588235293,85.0,4.0
21.0,5.294117647058823,24.0,1.0
22.0,0.0,177.0,0.0
23.0,36.0,203.0,6.0
24.0,27.69230769230769,187.0,4.0
1.0,5.0,221.0,1.0
2.0,10.0,237.0,2.0
3.0,10.0,190.0,2.0
4.0,0.0,145.0,0.0
5.0,20.0,192.0,4.0
6.0,15.000000000000002,174.0,3.0
7.0,10.0,146.0,2.0
8.0,5.0,199.0,1.0
9.0,40.230000000000004,189.0,15.0
10.0,20.0,172.0,4.0
11.0,5.0,132.0,1.0
12.0,5.0,160.0,1.0
13.0,15.000000000000002,152.0,3.0
15.0,35.00000000000001,144.0,7.0
16.0,5.0,116.0,1.0
17.0,5.0,117.0,1.0
18.0,15.000000000000002,198.0,3.0
19.0,0.0,60.0,0.0
20.0,25.0,86.0,5.0
21.0,5.0,24.0,1.0
22.0,0.0,177.0,0.0
23.0,33.75,203.0,6.0
24.0,25.71428571428571,187.0,4.0
1.0,0.0,222.0,0.0
2.0,9.473684210526317,237.0,2.0
3.0,9.473684210526317,190.0,2.0
4.0,4.736842105263158,144.0,1.0
5.0,18.947368421052634,192.0,4.0
6.0,14.210526315789473,174.0,3.0
7.0,14.210526315789473,147.0,3.0
8.0,9.473684210526317,198.0,2.0
9.0,40.230000000000004,189.0,15.0
10.0,18.947368421052634,172.0,4.0
11.0,4.736842105263158,132.0,1.0
12.0,4.736842105263158,160.0,1.0
13.0,14.210526315789473,152.0,3.0
15.0,37.89473684210527,145.0,8.0
16.0,0.0,117.0,0.0
17.0,4.736842105263158,117.0,1.0
18.0,14.210526315789473,198.0,3.0
19.0,0.0,60.0,0.0
20.0,18.947368421052634,85.0,4.0
21.0,0.0,23.0,0.0
22.0,0.0,177.0,0.0
23.0,31.76470588235294,203.0,6.0
24.0,30.000000000000004,186.0,5.0
1.0,0.0,222.0,0.0
2.0,9.0,237.0,2.0
3.0,9.0,190.0,2.0
4.0,0.0,145.0,0.0
5.0,18.0,192.0,4.0
6.0,13.5,174.0,3.0
7.0,13.5,147.0,3.0
8.0,9.0,198.0,2.0
9.0,40.230000000000004,188.0,16.0
10.0,18.0,172.0,4.0
11.0,9.0,133.0,2.0
12.0,4.5,160.0,1.0
13.0,18.0,153.0,4.0
15.0,40.230000000000004,146.0,9.0
16.0,0.0,117.0,0.0
17.0,0.0,118.0,0.0
18.0,18.0,199.0,4.0
19.0,0.0,60.0,0.0
20.0,22.5,86.0,5.0
21.0,0.0,23.0,0.0
22.0,0.0,177.0,0.0
23.0,30.000000000000004,203.0,6.0
24.0,39.375,184.0,7.0
1.0,0.0,222.0,0.0
2.0,12.857142857142858,238.0,3.0
3.0,4.285714285714286,189.0,1.0
4.0,0.0,145.0,0.0
5.0,17.142857142857142,192.0,4.0
6.0,17.142857142857142,175.0,4.0
7.0,17.142857142857142,148.0,4.0
8.0,8.571428571428571,198.0,2.0
9.0,40.230000000000004,188.0,16.0
10.0,17.142857142857142,172.0,4.0
11.0,8.571428571428571,133.0,2.0
12.0,4.285714285714286,160.0,1.0
13.0,17.142857142857142,153.0,4.0
15.0,40.230000000000004,147.0,10.0
16.0,0.0,117.0,0.0
17.0,0.0,118.0,0.0
18.0,21.42857142857143,200.0,5.0
19.0,4.285714285714286,61.0,1.0
20.0,21.42857142857143,86.0,5.0
22.0,0.0,177.0,0.0
23.0,33.15789473684211,204.0,7.0
24.0,40.230000000000004,183.0,8.0
1.0,0.0,222.0,0.0
2.0,8.181818181818183,237.0,2.0
3.0,8.181818181818183,190.0,2.0
4.0,0.0,145.0,0.0
5.0,16.363636363636367,192.0,4.0
6.0,16.363636363636367,175.0,4.0
7.0,16.363636363636367,148.0,4.0
8.0,16.363636363636367,196.0,4.0
9.0,40.230000000000004,188.0,16.0
10.0,20.454545454545453,171.0,5.0
11.0,12.272727272727273,134.0,3.0
12.0,4.090909090909092,160.0,1.0
13.0,16.363636363636367,153.0,4.0
15.0,40.230000000000004,148.0,11.0
16.0,4.090909090909092,118.0,1.0
17.0,0.0,118.0,0.0
18.0,20.454545454545453,200.0,5.0
19.0,0.0,60.0,0.0
20.0,20.454545454545453,86.0,5.0
22.0,4.090909090909092,178.0,1.0
23.0,36.0,205.0,8.0
24.0,40.230000000000004,182.0,9.0
21.0,0.0,23.0,0.0
1.0,3.9130434782608696,221.0,1.0
2.0,7.826086956521739,237.0,2.0
3.0,7.826086956521739,190.0,2.0
4.0,0.0,145.0,0.0
5.0,15.652173913043478,192.0,4.0
6.0,15.652173913043478,175.0,4.0
7.0,19.565217391304348,149.0,5.0
8.0,23.478260869565215,194.0,6.0
9.0,40.230000000000004,188.0,16.0
10.0,27.391304347826086,169.0,7.0
11.0,11.739130434782608,134.0,3.0
12.0,3.9130434782608696,160.0,1.0
13.0,15.652173913043478,153.0,4.0
15.0,40.230000000000004,149.0,12.0
16.0,0.0,117.0,0.0
17.0,0.0,118.0,0.0
18.0,19.565217391304348,200.0,5.0
19.0,0.0,60.0,0.0
20.0,19.565217391304348,86.0,5.0
22.0,3.9130434782608696,178.0,1.0
23.0,34.285714285714285,205.0,8.0
24.0,40.230000000000004,182.0,9.0
21.0,0.0,23.0,0.0
1.0,3.7500000000000004,221.0,1.0
2.0,7.500000000000001,237.0,2.0
3.0,7.500000000000001,190.0,2.0
4.0,3.7500000000000004,146.0,1.0
5.0,18.750000000000004,193.0,5.0
6.0,15.000000000000002,175.0,4.0
7.0,18.750000000000004,149.0,5.0
8.0,30.000000000000004,192.0,8.0
9.0,40.230000000000004,188.0,16.0
10.0,26.25,169.0,7.0
11.0,7.500000000000001,133.0,2.0
12.0,3.7500000000000004,160.0,1.0
13.0,15.000000000000002,153.0,4.0
15.0,40.230000000000004,149.0,12.0
16.0,0.0,117.0,0.0
17.0,0.0,118.0,0.0
18.0,18.750000000000004,200.0,5.0
19.0,0.0,60.0,0.0
20.0,22.5,87.0,6.0
22.0,7.500000000000001,179.0,2.0
23.0,32.727272727272734,205.0,8.0
24.0,40.230000000000004,182.0,9.0
21.0,0.0,23.0,0.0
1.0,3.6,221.0,1.0
2.0,7.2,237.0,2.0
3.0,10.8,191.0,3.0
4.0,3.6,146.0,1.0
5.0,21.6,194.0,6.0
6.0,10.8,174.0,3.0
7.0,21.6,150.0,6.0
8.0,28.8,192.0,8.0
9.0,40.230000000000004,187.0,17.0
10.0,25.2,169.0,7.0
11.0,7.2,133.0,2.0
12.0,3.6,160.0,1.0
13.0,10.8,152.0,3.0
15.0,40.230000000000004,150.0,13.0
16.0,0.0,117.0,0.0
17.0,0.0,118.0,0.0
18.0,21.6,201.0,6.0
19.0,0.0,60.0,0.0
20.0,25.2,88.0,7.0
22.0,3.6,178.0,1.0
23.0,31.304347826086957,205.0,8.0
24.0,40.230000000000004,181.0,10.0
1.0,3.6,221.0,1.0
2.0,7.2,237.0,2.0
3.0,10.8,191.0,3.0
4.0,7.2,146.0,2.0
5.0,21.6,194.0,6.0
6.0,7.2,174.0,2.0
7.0,18.0,150.0,5.0
8.0,25.2,192.0,7.0
9.0,40.230000000000004,187.0,16.0
10.0,28.8,169.0,8.0
11.0,3.6,132.0,1.0
12.0,0.0,160.0,0.0
13.0,10.8,152.0,3.0
15.0,40.230000000000004,151.0,14.0
16.0,0.0,117.0,0.0
17.0,0.0,118.0,0.0
18.0,36.0,201.0,10.0
19.0,3.6,59.0,1.0
20.0,21.6,88.0,6.0
22.0,3.6,178.0,1.0
23.0,30.000000000000004,205.0,8.0
24.0,40.230000000000004,180.0,11.0
21.0,0.0,23.0,0.0
1.0,3.6,221.0,1.0
2.0,3.6,237.0,1.0
3.0,10.8,191.0,3.0
4.0,3.6,145.0,1.0
5.0,21.6,194.0,6.0
6.0,7.2,174.0,2.0
7.0,21.6,151.0,6.0
8.0,25.2,192.0,7.0
9.0,40.230000000000004,186.0,16.0
10.0,36.0,168.0,10.0
11.0,3.6,132.0,1.0
12.0,3.6,160.0,1.0
13.0,10.8,153.0,3.0
15.0,40.230000000000004,152.0,15.0
16.0,0.0,117.0,0.0
17.0,7.2,119.0,2.0
18.0,40.230000000000004,201.0,12.0
19.0,0.0,60.0,0.0
20.0,18.0,87.0,5.0
22.0,7.2,179.0,2.0
23.0,28.8,205.0,8.0
24.0,40.230000000000004,180.0,11.0
28.0,27.69230769230769,268.0,4.0
21.0,0.0,23.0,0.0
1.0,3.6,221.0,1.0
2.0,0.0,236.0,0.0
3.0,10.8,191.0,3.0
4.0,0.0,145.0,0.0
5.0,18.0,194.0,5.0
6.0,7.2,174.0,2.0
7.0,28.8,153.0,8.0
8.0,25.2,192.0,7.0
9.0,40.230000000000004,186.0,15.0
10.0,36.0,168.0,10.0
11.0,7.2,133.0,2.0
12.0,3.6,160.0,1.0
13.0,7.2,152.0,2.0
15.0,40.230000000000004,152.0,14.0
16.0,0.0,117.0,0.0
17.0,10.8,119.0,3.0
18.0,28.8,201.0,8.0
19.0,0.0,60.0,0.0
20.0,18.0,87.0,5.0
22.0,10.8,179.0,3.0
23.0,28.8,205.0,8.0
24.0,40.230000000000004,180.0,11.0
28.0,25.71428571428571,268.0,4.0
21.0,3.6,23.0,1.0
1.0,0.0,222.0,0.0
2.0,3.6,237.0,1.0
3.0,10.8,191.0,3.0
4.0,0.0,145.0,0.0
5.0,18.0,194.0,5.0
6.0,10.8,175.0,3.0
7.0,32.4,154.0,9.0
8.0,25.2,193.0,7.0
9.0,40.230000000000004,186.0,14.0
10.0,39.6,167.0,11.0
11.0,10.8,133.0,3.0
12.0,3.6,160.0,1.0
13.0,10.8,153.0,3.0
15.0,40.230000000000004,152.0,14.0
16.0,0.0,117.0,0.0
17.0,7.2,118.0,2.0
18.0,21.6,202.0,6.0
19.0,0.0,60.0,0.0
20.0,18.0,87.0,5.0
22.0,3.6,178.0,1.0
23.0,28.8,206.0,8.0
24.0,39.6,180.0,11.0
21.0,3.6,23.0,1.0
1.0,0.0,222.0,0.0
2.0,3.6,237.0,1.0
3.0,10.8,191.0,3.0
4.0,0.0,145.0,0.0
5.0,18.0,194.0,5.0
6.0,7.2,175.0,2.0
7.0,39.6,155.0,11.0
8.0,25.2,193.0,7.0
9.0,40.230000000000004,186.0,13.0
10.0,40.230000000000004,166.0,12.0
11.0,14.4,134.0,4.0
12.0,3.6,160.0,1.0
13.0,10.8,153.0,3.0
15.0,40.230000000000004,153.0,14.0
16.0,0.0,117.0,0.0
17.0,7.2,118.0,2.0
18.0,21.6,202.0,6.0
19.0,0.0,60.0,0.0
20.0,14.4,86.0,4.0
22.0,3.6,177.0,1.0
23.0,25.2,206.0,7.0
24.0,39.6,180.0,11.0
25.0,27.69230769230769,268.0,4.0
21.0,3.6,23.0,1.0
1.0,0.0,222.0,0.0
2.0,3.6,237.0,1.0
3.0,10.8,191.0,3.0
4.0,0.0,145.0,0.0
5.0,14.4,194.0,4.0
6.0,7.2,175.0,2.0
7.0,36.0,155.0,10.0
8.0,21.6,193.0,6.0
9.0,40.230000000000004,186.0,13.0
10.0,40.230000000000004,165.0,13.0
11.0,14.4,134.0,4.0
12.0,3.6,160.0,1.0
13.0,10.8,153.0,3.0
15.0,40.230000000000004,153.0,14.0
16.0,0.0,117.0,0.0
17.0,7.2,118.0,2.0
18.0,28.8,202.0,8.0
19.0,0.0,60.0,0.0
20.0,14.4,87.0,4.0
22.0,7.2,177.0,2.0
23.0,25.2,206.0,7.0
24.0,40.230000000000004,179.0,12.0
25.0,25.71428571428571,268.0,4.0
21.0,0.0,24.0,0.0
1.0,0.0,222.0,0.0
2.0,0.0,237.0,0.0
3.0,10.8,191.0,3.0
4.0,0.0,145.0,0.0
5.0,10.8,193.0,3.0
6.0,7.2,175.0,2.0
7.0,36.0,155.0,10.0
8.0,18.0,193.0,5.0
9.0,40.230000000000004,186.0,12.0
10.0,40.230000000000004,162.0,16.0
11.0,14.4,134.0,4.0
12.0,3.6,160.0,1.0
13.0,10.8,153.0,3.0
15.0,40.230000000000004,154.0,15.0
16.0,0.0,117.0,0.0
17.0,3.6,118.0,1.0
18.0,32.4,203.0,9.0
19.0,3.6,59.0,1.0
20.0,7.2,86.0,2.0
22.0,7.2,177.0,2.0
23.0,25.2,206.0,7.0
24.0,40.230000000000004,179.0,12.0
25.0,24.0,268.0,4.0
21.0,0.0,24.0,0.0
1.0,3.6,221.0,1.0
2.0,3.6,236.0,1.0
3.0,10.8,191.0,3.0
4.0,0.0,145.0,0.0
5.0,14.4,194.0,4.0
6.0,7.2,175.0,2.0
7.0,36.0,155.0,10.0
8.0,25.2,192.0,7.0
9.0,36.0,187.0,10.0
10.0,40.230000000000004,161.0,17.0
11.0,14.4,134.0,4.0
12.0,0.0,160.0,0.0
13.0,3.6,152.0,1.0
15.0,40.230000000000004,153.0,14.0
16.0,0.0,117.0,0.0
17.0,7.2,119.0,2.0
18.0,32.4,203.0,9.0
19.0,3.6,59.0,1.0
20.0,7.2,86.0,2.0
22.0,3.6,176.0,1.0
23.0,32.4,207.0,9.0
24.0,40.230000000000004,178.0,13.0
25.0,28.125,269.0,5.0
21.0,3.6,23.0,1.0
1.0,3.6,221.0,1.0
2.0,0.0,236.0,0.0
3.0,10.8,191.0,3.0
4.0,0.0,145.0,0.0
5.0,14.4,194.0,4.0
6.0,3.6,175.0,1.0
7.0,39.6,155.0,11.0
8.0,28.8,192.0,8.0
9.0,28.8,187.0,8.0
10.0,40.230000000000004,161.0,17.0
11.0,14.4,134.0,4.0
12.0,0.0,160.0,0.0
13.0,0.0,151.0,0.0
15.0,40.230000000000004,152.0,12.0
16.0,0.0,117.0,0.0
17.0,3.6,119.0,1.0
18.0,28.8,203.0,8.0
19.0,3.6,59.0,1.0
20.0,14.4,88.0,4.0
22.0,3.6,176.0,1.0
23.0,28.8,206.0,8.0
24.0,40.230000000000004,177.0,15.0
25.0,26.470588235294116,269.0,5.0
21.0,3.6,23.0,1.0
1.0,3.6,221.0,1.0
2.0,0.0,236.0,0.0
3.0,10.8,191.0,3.0
4.0,0.0,145.0,0.0
5.0,14.4,194.0,4.0
6.0,3.6,175.0,1.0
7.0,36.0,154.0,10.0
8.0,32.4,191.0,9.0
9.0,21.6,187.0,6.0
10.0,40.230000000000004,162.0,16.0
11.0,18.0,135.0,5.0
12.0,3.6,161.0,1.0
13.0,3.6,150.0,1.0
16.0,3.6,118.0,1.0
17.0,3.6,119.0,1.0
18.0,25.2,203.0,7.0
19.0,0.0,60.0,0.0
20.0,18.0,89.0,5.0
22.0,3.6,176.0,1.0
23.0,28.8,206.0,8.0
24.0,40.230000000000004,177.0,14.0
25.0,25.0,269.0,5.0
21.0,3.6,23.0,1.0
1.0,3.6,221.0,1.0
2.0,3.6,235.0,1.0
3.0,10.8,191.0,3.0
4.0,0.0,145.0,0.0
5.0,18.0,195.0,5.0
6.0,0.0,174.0,0.0
7.0,40.230000000000004,155.0,12.0
8.0,36.0,190.0,10.0
9.0,18.0,188.0,5.0
10.0,40.230000000000004,162.0,15.0
11.0,14.4,135.0,4.0
12.0,3.6,161.0,1.0
13.0,7.2,149.0,2.0
16.0,3.6,118.0,1.0
17.0,3.6,119.0,1.0
18.0,25.2,203.0,7.0
19.0,3.6,60.0,1.0
20.0,18.0,89.0,5.0
22.0,3.6,176.0,1.0
23.0,21.6,206.0,6.0
24.0,40.230000000000004,177.0,14.0
25.0,23.684210526315788,269.0,5.0
21.0,3.6,23.0,1.0
15.0,39.6,151.0,11.0
1.0,0.0,221.0,0.0
2.0,3.6,235.0,1.0
3.0,10.8,191.0,3.0
4.0,0.0,145.0,0.0
5.0,18.0,195.0,5.0
6.0,3.6,174.0,1.0
7.0,39.6,155.0,11.0
8.0,36.0,190.0,10.0
9.0,18.0,188.0,5.0
10.0,40.230000000000004,161.0,15.0
11.0,10.8,134.0,3.0
12.0,3.6,161.0,1.0
13.0,14.4,148.0,4.0
16.0,3.6,118.0,1.0
17.0,7.2,119.0,2.0
18.0,28.8,204.0,8.0
19.0,0.0,60.0,0.0
20.0,21.6,89.0,6.0
22.0,0.0,176.0,0.0
23.0,18.0,206.0,5.0
24.0,40.230000000000004,176.0,14.0
25.0,22.5,269.0,5.0
21.0,3.6,23.0,1.0
15.0,40.230000000000004,152.0,12.0
1.0,0.0,221.0,0.0
2.0,3.6,235.0,1.0
3.0,7.2,191.0,2.0
4.0,0.0,145.0,0.0
5.0,14.4,194.0,4.0
6.0,0.0,173.0,0.0
7.0,36.0,155.0,10.0
8.0,36.0,190.0,10.0
9.0,18.0,188.0,5.0
10.0,40.230000000000004,161.0,14.0
11.0,10.8,134.0,3.0
12.0,3.6,161.0,1.0
13.0,18.0,147.0,5.0
16.0,3.6,118.0,1.0
17.0,3.6,118.0,1.0
18.0,25.2,204.0,7.0
19.0,0.0,60.0,0.0
20.0,21.6,90.0,6.0
22.0,0.0,176.0,0.0
23.0,14.4,206.0,4.0
24.0,40.230000000000004,176.0,13.0
25.0,21.42857142857143,269.0,5.0
21.0,0.0,24.0,0.0
15.0,40.230000000000004,153.0,12.0
1.0,0.0,221.0,0.0
2.0,3.6,235.0,1.0
3.0,7.2,191.0,2.0
4.0,0.0,145.0,0.0
5.0,14.4,194.0,4.0
6.0,0.0,173.0,0.0
7.0,32.4,154.0,9.0
8.0,39.6,189.0,11.0
9.0,14.4,188.0,4.0
10.0,40.230000000000004,160.0,14.0
11.0,10.8,134.0,3.0
12.0,0.0,160.0,0.0
13.0,25.2,145.0,7.0
16.0,0.0,117.0,0.0
17.0,3.6,118.0,1.0
18.0,21.6,204.0,6.0
19.0,3.6,61.0,1.0
20.0,18.0,90.0,5.0
22.0,3.6,176.0,1.0
23.0,10.8,206.0,3.0
24.0,40.230000000000004,176.0,13.0
25.0,20.454545454545453,269.0,5.0
21.0,0.0,24.0,0.0
15.0,40.230000000000004,154.0,12.0
1.0,0.0,221.0,0.0
2.0,7.2,235.0,2.0
3.0,7.2,191.0,2.0
4.0,0.0,145.0,0.0
5.0,10.8,194.0,3.0
6.0,0.0,173.0,0.0
7.0,28.8,154.0,8.0
8.0,39.6,189.0,11.0
9.0,10.8,188.0,3.0
10.0,40.230000000000004,159.0,14.0
11.0,7.2,134.0,2.0
12.0,3.6,160.0,1.0
13.0,28.8,144.0,8.0
16.0,3.6,117.0,1.0
17.0,3.6,118.0,1.0
18.0,25.2,204.0,7.0
19.0,3.6,61.0,1.0
20.0,21.6,91.0,6.0
22.0,7.2,175.0,2.0
23.0,7.2,205.0,2.0
24.0,40.230000000000004,175.0,13.0
25.0,19.565217391304348,269.0,5.0
21.0,3.6,23.0,1.0
15.0,40.230000000000004,155.0,12.0
1.0,3.6,220.0,1.0
2.0,10.8,234.0,3.0
3.0,3.6,191.0,1.0
4.0,3.6,146.0,1.0
5.0,7.2,194.0,2.0
6.0,0.0,173.0,0.0
7.0,28.8,154.0,8.0
8.0,39.6,189.0,11.0
9.0,3.6,189.0,1.0
10.0,40.230000000000004,158.0,15.0
11.0,7.2,134.0,2.0
12.0,0.0,160.0,0.0
13.0,18.0,147.0,5.0
16.0,0.0,116.0,0.0
17.0,3.6,118.0,1.0
18.0,21.6,203.0,6.0
19.0,3.6,61.0,1.0
20.0,21.6,91.0,6.0
22.0,7.2,175.0,2.0
23.0,7.2,205.0,2.0
24.0,40.230000000000004,174.0,13.0
25.0,18.750000000000004,269.0,5.0
21.0,3.6,23.0,1.0
15.0,40.230000000000004,155.0,12.0
1.0,3.6,220.0,1.0
2.0,10.8,234.0,3.0
3.0,3.6,191.0,1.0
4.0,3.6,146.0,1.0
5.0,7.2,194.0,2.0
6.0,3.6,173.0,1.0
7.0,28.8,154.0,8.0
8.0,39.6,188.0,11.0
9.0,0.0,189.0,0.0
10.0,40.230000000000004,158.0,14.0
11.0,7.2,134.0,2.0
12.0,0.0,160.0,0.0
13.0,14.4,148.0,4.0
16.0,3.6,117.0,1.0
17.0,3.6,118.0,1.0
18.0,18.0,203.0,5.0
19.0,3.6,61.0,1.0
20.0,21.6,92.0,6.0
22.0,10.8,174.0,3.0
23.0,10.8,206.0,3.0
24.0,40.230000000000004,174.0,13.0
25.0,18.0,269.0,5.0
15.0,40.230000000000004,155.0,12.0
1.0,3.6,221.0,1.0
2.0,10.8,234.0,3.0
3.0,0.0,190.0,0.0
4.0,7.2,146.0,2.0
5.0,7.2,194.0,2.0
6.0,3.6,173.0,1.0
7.0,21.6,153.0,6.0
8.0,36.0,188.0,10.0
9.0,0.0,189.0,0.0
10.0,40.230000000000004,157.0,15.0
11.0,7.2,134.0,2.0
12.0,0.0,160.0,0.0
13.0,7.2,150.0,2.0
16.0,0.0,117.0,0.0
17.0,3.6,118.0,1.0
18.0,18.0,203.0,5.0
19.0,3.6,61.0,1.0
20.0,21.6,91.0,6.0
22.0,10.8,174.0,3.0
23.0,7.2,205.0,2.0
24.0,40.230000000000004,173.0,13.0
25.0,18.0,269.0,5.0
15.0,39.6,155.0,11.0
1.0,7.2,220.0,2.0
2.0,10.8,234.0,3.0
3.0,0.0,190.0,0.0
4.0,3.6,146.0,1.0
5.0,7.2,194.0,2.0
6.0,3.6,173.0,1.0
7.0,18.0,152.0,5.0
8.0,36.0,188.0,10.0
9.0,3.6,189.0,1.0
10.0,40.230000000000004,156.0,16.0
11.0,3.6,134.0,1.0
12.0,0.0,160.0,0.0
13.0,10.8,150.0,3.0
16.0,0.0,117.0,0.0
17.0,0.0,118.0,0.0
18.0,10.8,202.0,3.0
19.0,3.6,61.0,1.0
20.0,18.0,91.0,5.0
22.0,10.8,174.0,3.0
23.0,7.2,205.0,2.0
24.0,39.6,173.0,11.0
25.0,18.0,269.0,5.0
15.0,36.0,155.0,10.0
1.0,7.2,220.0,2.0
2.0,14.4,234.0,4.0
3.0,3.6,190.0,1.0
4.0,3.6,146.0,1.0
5.0,7.2,194.0,2.0
6.0,7.2,173.0,2.0
7.0,7.2,150.0,2.0
8.0,39.6,187.0,11.0
9.0,3.6,189.0,1.0
10.0,40.230000000000004,156.0,16.0
11.0,3.6,134.0,1.0
12.0,0.0,160.0,0.0
13.0,7.2,151.0,2.0
16.0,0.0,117.0,0.0
17.0,0.0,118.0,0.0
18.0,10.8,203.0,3.0
19.0,3.6,62.0,1.0
20.0,14.4,90.0,4.0
22.0,7.2,175.0,2.0
23.0,3.6,205.0,1.0
24.0,36.0,173.0,10.0
25.0,18.0,269.0,5.0
15.0,32.4,155.0,9.0
1.0,3.6,221.0,1.0
2.0,14.4,233.0,4.0
3.0,0.0,190.0,0.0
4.0,3.6,146.0,1.0
5.0,7.2,194.0,2.0
6.0,7.2,173.0,2.0
7.0,3.6,149.0,1.0
8.0,28.8,188.0,8.0
9.0,7.2,190.0,2.0
10.0,40.230000000000004,155.0,16.0
11.0,0.0,134.0,0.0
12.0,0.0,160.0,0.0
13.0,7.2,151.0,2.0
16.0,3.6,117.0,1.0
17.0,0.0,118.0,0.0
18.0,10.8,203.0,3.0
19.0,10.8,63.0,3.0
20.0,10.8,89.0,3.0
22.0,14.4,174.0,4.0
23.0,0.0,205.0,0.0
24.0,32.4,173.0,9.0
25.0,18.0,269.0,5.0
15.0,28.8,155.0,8.0
21.0,0.0,24.0,0.0
1.0,0.0,221.0,0.0
2.0,18.0,232.0,5.0
3.0,0.0,190.0,0.0
4.0,3.6,146.0,1.0
5.0,3.6,193.0,1.0
6.0,7.2,173.0,2.0
7.0,10.8,152.0,3.0
8.0,21.6,188.0,6.0
9.0,7.2,190.0,2.0
11.0,3.6,133.0,1.0
12.0,0.0,160.0,0.0
13.0,3.6,152.0,1.0
16.0,0.0,117.0,0.0
17.0,0.0,118.0,0.0
18.0,10.8,203.0,3.0
19.0,10.8,63.0,3.0
20.0,10.8,89.0,3.0
22.0,18.0,173.0,5.0
23.0,0.0,205.0,0.0
24.0,32.4,173.0,9.0
25.0,18.0,269.0,5.0
15.0,25.2,155.0,7.0
21.0,0.0,24.0,0.0
1.0,0.0,221.0,0.0
2.0,18.0,232.0,5.0
3.0,3.6,189.0,1.0
4.0,0.0,146.0,0.0
5.0,0.0,193.0,0.0
6.0,10.8,172.0,3.0
